fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,faixa_qualidade,PC1,PC2
7.4,0.45,0.32,7.1,0.044,17.0,117.0,0.9962,3.32,0.41,10.4,4,white,Baixa,-0.27727512353057926,0.18856597164518477
6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,9.6,5,white,Média,-0.8256643838725843,-0.1620168913660456
7.5,0.42,0.14,10.7,0.046,18.0,95.0,0.9959,3.22,0.33,10.7,5,white,Média,-0.02345289346263554,0.051865462810425256
7.5,0.33,0.32,11.1,0.036,25.0,119.0,0.9962,3.15,0.34,10.5,6,white,Média,0.9139270396745447,0.5458647442174824
9.4,0.3,0.32,10.7,0.029,14.0,111.0,0.9958,2.85,0.42,10.6,5,white,Média,0.5325104552127957,1.108964808750703
7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,6,white,Média,0.2044575323736798,0.557662076340534
7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,6,white,Média,0.2044575323736798,0.557662076340534
8.2,0.17,0.32,1.5,0.05,17.0,101.0,0.994,3.14,0.58,9.5,5,white,Média,-0.3700053799061626,0.12553929646139483
8.3,0.17,0.31,1.5,0.049,48.0,153.0,0.9942,3.12,0.58,9.4,6,white,Média,0.8094469090632442,0.5635261628222094
8.7,0.15,0.3,1.6,0.046,29.0,130.0,0.9942,3.22,0.38,9.8,6,white,Média,0.4155881453792433,-0.05188088731895852
7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,6,white,Média,0.2044575323736798,0.557662076340534
7.2,0.25,0.19,8.0,0.044,51.0,172.0,0.9964,3.16,0.44,9.2,5,white,Média,1.6434171772263113,1.0357631155428677
7.2,0.24,0.19,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,9.5,5,white,Média,1.8370390985229488,0.7210254798505928
5.3,0.76,0.03,2.7,0.043,27.0,93.0,0.9932,3.34,0.38,9.2,5,white,Média,-0.9250837971445418,-1.1120379780476704
6.6,0.22,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35,9.4,5,white,Média,1.9839504447306446,2.205507431042696
6.6,0.22,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35,9.4,5,white,Média,1.9839504447306446,2.205507431042696
8.4,0.28,0.4,8.9,0.048,33.0,146.0,0.9988,3.4,0.46,9.3,5,white,Média,0.46502170983598806,1.7517174580411865
6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,5,white,Média,0.13485817468285563,0.3954158197563769
6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,5,white,Média,1.233631651338093,1.263203788693663
7.4,0.18,0.36,13.1,0.056,72.0,163.0,1.0,3.42,0.35,9.1,6,white,Média,2.3375183421719687,2.2939013827357932
6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,5,white,Média,1.1102997046153635,-0.6709626274855484
6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,5,white,Média,1.233631651338093,1.263203788693663
6.8,0.28,0.35,2.3,0.042,16.0,85.0,0.9906,3.19,0.56,12.4,6,white,Média,-0.371517698559585,-2.0918359011655134
6.2,0.34,0.3,11.1,0.047,28.0,237.0,0.9981,3.18,0.49,8.7,5,white,Média,1.7716367330618819,1.8326055738639058
6.0,0.27,0.15,1.5,0.056,35.0,128.0,0.9936,3.12,0.45,8.8,5,white,Média,0.6225134997140334,-0.28627079535914585
6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,5,white,Média,1.1102997046153635,-0.6709626274855484
6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,5,white,Média,0.13485817468285563,0.3954158197563769
8.5,0.24,0.47,15.2,0.057,40.0,234.0,1.0005,3.02,0.66,9.0,5,white,Média,1.9235278965359375,3.7907668100888974
8.1,0.24,0.33,10.2,0.048,46.0,141.0,0.9972,3.16,0.48,10.3,6,white,Média,1.1972006529810095,1.3081735879632963
7.4,0.18,0.36,13.1,0.056,72.0,163.0,1.0,3.42,0.35,9.1,6,white,Média,2.3375183421719687,2.2939013827357932
7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,6,white,Média,2.057138373010615,1.7159542844199638
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5,white,Média,1.9139455583991412,2.2591851542031818
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5,white,Média,1.9139455583991412,2.2591851542031818
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5,white,Média,1.9139455583991412,2.2591851542031818
5.7,0.33,0.15,1.9,0.05,20.0,93.0,0.9934,3.38,0.62,9.9,5,white,Média,-0.7516208247841936,-1.1144225216647237
7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,6,white,Média,2.057138373010615,1.7159542844199638
6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,5,white,Média,1.9139455583991412,2.2591851542031818
6.8,0.2,0.27,1.2,0.034,19.0,68.0,0.9902,3.14,0.37,11.7,4,white,Baixa,0.15964549232348346,-2.3647062333832065
7.7,0.26,0.32,1.2,0.04,26.0,117.0,0.993,3.21,0.56,10.8,5,white,Média,-0.13495051917919101,-0.7840100677693388
6.4,0.2,0.32,3.1,0.041,18.0,126.0,0.9914,3.43,0.42,12.0,6,white,Média,0.299732693695514,-2.1946331585170666
8.0,0.16,0.36,1.5,0.033,14.0,122.0,0.9941,3.2,0.39,10.3,4,white,Baixa,0.25864721808268554,-0.5568603502365909
6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,5,white,Média,1.728964029536761,1.6523409920799428
7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,7,white,Alta,-0.024593569022486265,-1.234161755152937
6.9,0.26,0.33,12.6,0.051,59.0,173.0,0.998,3.39,0.38,9.9,5,white,Média,2.0232041503616625,1.3660209549025548
6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,5,white,Média,1.728964029536761,1.6523409920799428
7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,7,white,Alta,-0.024593569022486265,-1.234161755152937
6.0,0.28,0.22,12.15,0.048,42.0,163.0,0.9957,3.2,0.46,10.1,5,white,Média,1.7184701194593415,0.5605034284616953
6.5,0.43,0.28,12.0,0.056,23.0,174.0,0.9986,3.31,0.55,9.3,5,white,Média,0.47776404647863124,1.6610561935129298
9.1,0.33,0.38,1.7,0.062,50.5,344.0,0.9958,3.1,0.7,9.5,5,white,Média,1.6235759722073393,1.953268743124847
5.9,0.5,0.05,2.6,0.054,36.0,146.0,0.9948,3.43,0.5,9.2,6,white,Média,-0.28243031753556674,-0.4319233642759689
6.8,0.28,0.39,1.4,0.036,15.0,115.0,0.9918,3.27,0.72,11.7,5,white,Média,-0.5603462742212963,-1.483564691879368
7.0,0.35,0.24,1.9,0.04,21.0,144.0,0.9923,3.35,0.38,11.0,5,white,Média,0.08853742664238745,-1.5099377633024587
7.1,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,3.37,0.38,9.6,6,white,Média,1.9435974563574796,2.1692003573979957
7.1,0.22,0.32,16.9,0.056,49.0,158.0,0.9998,3.37,0.38,9.6,6,white,Média,1.9435974563574796,2.1692003573979957
8.3,0.24,0.27,2.1,0.03,22.0,162.0,0.9914,2.99,0.68,11.9,6,white,Média,0.22997194814753277,-1.03315268972107
6.8,0.26,0.32,7.0,0.041,38.0,118.0,0.9939,3.25,0.52,10.8,6,white,Média,0.7564534255530208,-0.35129349465479315
7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,0.55,10.1,5,white,Média,1.4120700251275076,0.7161435533108665
7.9,0.18,0.36,5.9,0.058,31.0,132.0,0.995,3.25,0.52,10.9,6,white,Média,0.4305152005750096,0.15110449166789985
7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,0.55,10.1,5,white,Média,1.4120700251275076,0.7161435533108665
5.5,0.24,0.32,8.7,0.06,19.0,102.0,0.994,3.27,0.31,10.4,5,white,Média,0.8549743635762043,-0.6234473372904691
7.1,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,5,white,Média,0.8969170394406234,1.990886646050063
7.7,0.28,0.35,15.3,0.056,31.0,117.0,0.9998,3.27,0.5,9.6,5,white,Média,0.697495315660258,2.2761045258402315
7.7,0.28,0.35,15.3,0.056,31.0,117.0,0.9998,3.27,0.5,9.6,5,white,Média,0.697495315660258,2.2761045258402315
7.5,0.26,0.52,13.2,0.047,64.0,179.0,0.9982,3.1,0.46,9.0,5,white,Média,2.5731970197545166,2.647709277699995
6.5,0.14,0.32,2.7,0.037,18.0,89.0,0.9924,3.4,0.74,11.5,7,white,Alta,-0.5189217044680885,-1.56452395548011
8.2,0.21,0.32,10.65,0.053,53.0,145.0,0.9972,3.17,0.48,10.2,6,white,Média,1.419645853622029,1.4684926563636225
7.2,0.2,0.31,10.0,0.054,49.0,165.0,0.997,3.4,0.42,9.9,6,white,Média,1.505583674944329,0.946106867567153
7.2,0.115,0.3,6.8,0.056,26.0,105.0,0.9954,3.44,0.4,9.6,6,white,Média,0.45514408762650294,0.08971766862274204
6.4,0.29,0.2,15.6,0.04,20.0,142.0,0.9962,3.1,0.54,10.6,5,white,Média,1.1392302724242913,0.7453405934887622
7.1,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,5,white,Média,0.8969170394406234,1.990886646050063
6.8,0.24,0.34,5.1,0.038,31.0,99.0,0.9921,3.24,0.46,11.8,6,white,Média,0.5408388949819166,-1.4191378984038552
7.0,0.24,0.34,3.0,0.035,36.0,102.0,0.9905,3.18,0.43,12.2,6,white,Média,0.6989118340908171,-1.970744377751119
7.7,0.28,0.35,15.3,0.056,31.0,117.0,0.9998,3.27,0.5,9.6,5,white,Média,0.697495315660258,2.2761045258402315
7.0,0.22,0.33,2.1,0.052,15.0,76.0,0.993,3.2,0.41,10.6,6,white,Média,-0.2094442031604522,-1.033719685650819
7.5,0.18,0.39,1.9,0.054,23.0,91.0,0.9941,3.27,0.45,10.3,6,white,Média,-0.07516013770385735,-0.4489890017287936
9.8,0.93,0.45,8.6,0.052,34.0,187.0,0.9994,3.12,0.59,10.2,4,white,Baixa,-0.9640369856447534,2.768686050646864
7.8,0.29,0.33,8.75,0.035,33.0,181.0,0.9962,3.11,0.46,10.7,5,white,Média,1.3026188224296058,0.7145396382398538
7.9,0.28,0.32,3.6,0.038,9.0,76.0,0.992,3.05,0.31,11.7,4,white,Baixa,-0.0671098197528427,-1.4229212580277955
8.5,0.25,0.27,4.7,0.031,31.0,92.0,0.9922,3.01,0.33,12.0,6,white,Média,0.6247880522649164,-1.1557551897427363
7.4,0.18,0.27,1.3,0.048,26.0,105.0,0.994,3.52,0.66,10.6,6,white,Média,-0.7281899486940367,-0.8670234517544577
6.3,0.24,0.37,1.8,0.031,6.0,61.0,0.9897,3.3,0.34,12.2,4,white,Baixa,-0.18186585924721463,-2.9193804517410147
6.0,0.33,0.38,9.7,0.04,29.0,124.0,0.9954,3.47,0.48,11.0,6,white,Média,0.5877376698916835,-0.33462035756151126
6.8,0.37,0.28,4.0,0.03,29.0,79.0,0.99,3.23,0.46,12.4,7,white,Alta,0.01918230060586814,-2.309392431148019
9.9,0.49,0.23,2.4,0.087,19.0,115.0,0.9948,2.77,0.44,9.4,6,white,Média,-0.9186614931044639,1.4265644372529531
8.5,0.25,0.27,4.7,0.031,31.0,92.0,0.9922,3.01,0.33,12.0,6,white,Média,0.6247880522649164,-1.1557551897427363
7.0,0.35,0.31,1.8,0.069,15.0,162.0,0.9944,3.18,0.47,9.4,5,white,Média,-0.07563909852311465,0.16486271128223956
7.0,0.35,0.31,1.8,0.069,15.0,162.0,0.9944,3.18,0.47,9.4,5,white,Média,-0.07563909852311465,0.16486271128223956
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,white,Alta,2.3864017353716043,2.3465306582417473
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,white,Alta,2.3864017353716043,2.3465306582417473
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,white,Alta,2.3864017353716043,2.3465306582417473
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,white,Alta,2.3864017353716043,2.3465306582417473
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,white,Alta,2.3864017353716043,2.3465306582417473
6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.23,0.37,9.2,5,white,Média,0.13763951180320014,0.24283967806252216
7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,5,white,Média,1.7643531522114575,3.204562598151252
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,white,Alta,2.3864017353716043,2.3465306582417473
7.4,0.19,0.3,12.8,0.053,48.5,212.0,0.9986,3.14,0.49,9.1,7,white,Alta,2.2425662678277587,2.3059532692289686
6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.23,0.37,9.2,5,white,Média,0.13763951180320014,0.24283967806252216
6.0,0.34,0.24,5.4,0.06,23.0,126.0,0.9951,3.25,0.44,9.0,7,white,Alta,0.2791485222851284,0.1965144862399915
7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,5,white,Média,1.7643531522114575,3.204562598151252
7.7,0.24,0.31,1.3,0.047,33.0,106.0,0.993,3.22,0.55,10.8,6,white,Média,-0.07079686294027633,-0.7426841416125756
8.0,0.36,0.43,10.1,0.053,29.0,146.0,0.9982,3.4,0.46,9.5,6,white,Média,0.35010939876152736,1.641753327973812
7.4,0.29,0.25,3.8,0.044,30.0,114.0,0.992,3.11,0.4,11.0,6,white,Média,0.5004268804918622,-1.0249686030291731
6.6,0.32,0.27,10.9,0.041,37.0,146.0,0.9963,3.24,0.47,10.0,5,white,Média,1.1666407644652745,0.6885049355766601
6.3,0.3,0.24,6.6,0.04,38.0,141.0,0.995,3.22,0.47,9.5,5,white,Média,1.019776071598112,0.1682617340387684
6.4,0.33,0.24,9.8,0.041,29.0,109.0,0.9956,3.29,0.47,10.1,6,white,Média,0.5298431029497955,0.13676436694684926
7.5,0.18,0.31,11.7,0.051,24.0,94.0,0.997,3.19,0.44,9.5,7,white,Alta,0.6939280640032405,1.19772480277878
6.5,0.39,0.81,1.2,0.217,14.0,74.0,0.9936,3.08,0.53,9.5,5,white,Média,-1.6867906872847507,1.6681430226562417
6.8,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,9.5,5,white,Média,0.12558034208868654,-0.5176590418907548
6.4,0.18,0.32,9.6,0.052,24.0,90.0,0.9963,3.35,0.49,9.4,6,white,Média,0.45501486295431665,0.5532976707079236
7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,0.54,9.4,6,white,Média,1.5517355019021473,1.6714735624014294
7.6,0.27,0.42,2.6,0.044,29.0,110.0,0.9912,3.31,0.51,12.7,6,white,Média,-0.006538223859809139,-1.8037661125765647
9.2,0.23,0.35,10.7,0.037,34.0,145.0,0.9981,3.09,0.32,9.7,5,white,Média,1.3089433550672946,1.8003007462172311
7.9,0.28,0.41,4.9,0.058,31.0,153.0,0.9966,3.27,0.51,9.7,6,white,Média,0.3348208317895713,1.0030097574124701
7.1,0.18,0.32,12.2,0.048,36.0,125.0,0.9967,2.92,0.54,9.4,6,white,Média,1.5517355019021473,1.6714735624014294
6.4,0.18,0.32,9.6,0.052,24.0,90.0,0.9963,3.35,0.49,9.4,6,white,Média,0.45501486295431665,0.5532976707079236
6.8,0.25,0.18,1.4,0.056,13.0,137.0,0.9935,3.11,0.42,9.5,5,white,Média,0.12558034208868654,-0.5176590418907548
7.0,0.22,0.26,1.1,0.037,20.0,71.0,0.9902,3.1,0.38,11.7,6,white,Média,0.10821425001697843,-2.236086391588159
7.3,0.18,0.29,1.0,0.036,26.0,101.0,0.99,3.09,0.37,11.7,6,white,Média,0.6096692614348854,-2.0830015560005055
7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,5,white,Média,1.595770128813614,0.9452144282890239
6.6,0.25,0.42,11.3,0.049,77.0,231.0,0.9966,3.24,0.52,9.5,6,white,Média,3.014289826452874,1.7525599992508771
6.4,0.24,0.23,7.3,0.069,31.0,157.0,0.9962,3.25,0.53,9.1,5,white,Média,0.7043411779197902,0.8685479576442833
6.0,0.28,0.27,2.3,0.051,23.0,147.0,0.994,3.23,0.67,10.3,6,white,Média,0.013606919430456652,-0.5292230334478673
7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,5,white,Média,1.595770128813614,0.9452144282890239
7.8,0.24,0.38,2.1,0.058,14.0,167.0,0.994,3.21,0.55,9.9,5,white,Média,0.016762536844998822,0.12253354597637117
7.6,0.27,0.33,2.0,0.059,19.0,175.0,0.9944,3.22,0.56,9.9,5,white,Média,0.0601148685913961,0.1503581614988466
7.7,0.39,0.34,10.0,0.056,35.0,178.0,0.9974,3.26,0.6,10.2,5,white,Média,0.5242765319294621,1.4562765494476866
8.9,0.24,0.33,15.75,0.035,16.0,132.0,0.996,3.0,0.37,12.1,6,white,Média,1.1613179809154117,0.7120254338323495
6.6,0.23,0.24,3.9,0.045,36.0,138.0,0.9922,3.15,0.64,11.3,7,white,Alta,0.5740614901167966,-1.0066921727613518
7.1,0.26,0.3,2.0,0.031,13.0,128.0,0.9917,3.19,0.49,11.4,5,white,Média,0.08203284982378474,-1.5836240516520594
7.0,0.32,0.35,1.5,0.039,24.0,125.0,0.9918,3.17,0.64,12.2,6,white,Média,-0.18674527735138782,-1.5353385881118369
7.4,0.24,0.26,1.6,0.058,53.0,150.0,0.9936,3.18,0.5,9.9,7,white,Alta,0.8876477066124058,-0.06079168998199016
6.9,0.21,0.33,1.4,0.056,35.0,136.0,0.9938,3.63,0.78,10.3,6,white,Média,-0.5901503162242682,-0.5918695629586744
7.0,0.32,0.35,1.5,0.039,24.0,125.0,0.9918,3.17,0.64,12.2,6,white,Média,-0.18674527735138782,-1.5353385881118369
7.4,0.17,0.29,1.4,0.047,23.0,107.0,0.9939,3.52,0.65,10.4,6,white,Média,-0.6896887673248944,-0.8096542072579483
7.1,0.26,0.3,2.0,0.031,13.0,128.0,0.9917,3.19,0.49,11.4,5,white,Média,0.08203284982378474,-1.5836240516520594
8.5,0.28,0.34,13.8,0.041,32.0,161.0,0.9981,3.13,0.4,9.9,6,white,Média,1.3810709205828806,1.9093766153665037
7.8,0.3,0.37,1.3,0.051,16.0,96.0,0.9941,3.32,0.62,10.0,5,white,Média,-0.9759803137369218,-0.20609180206963224
8.1,0.25,0.38,3.8,0.051,18.0,129.0,0.9928,3.21,0.38,11.5,6,white,Média,0.21316259957351794,-0.8532856254145362
7.7,0.28,0.29,6.9,0.041,29.0,163.0,0.9952,3.44,0.6,10.5,6,white,Média,0.21477628645498614,0.13321454501359306
6.5,0.24,0.36,2.2,0.027,36.0,134.0,0.9898,3.28,0.36,12.5,7,white,Alta,1.1313144784817468,-2.5646440584314174
7.0,0.22,0.32,1.6,0.045,40.0,120.0,0.9914,2.98,0.44,10.5,6,white,Média,1.061578031874112,-0.875700119765945
8.5,0.28,0.34,13.8,0.041,32.0,161.0,0.9981,3.13,0.4,9.9,6,white,Média,1.3810709205828806,1.9093766153665037
8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4,7,white,Alta,0.4839701712310236,0.6329378832192231
6.9,0.23,0.33,12.8,0.056,44.0,169.0,0.998,3.42,0.42,9.8,6,white,Média,1.5581041406435827,1.3499979067759214
8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4,7,white,Alta,0.4839701712310236,0.6329378832192231
7.6,0.23,0.26,15.3,0.067,32.0,166.0,0.9986,3.03,0.44,9.2,4,white,Baixa,1.5860105301370018,2.4362722483331347
7.7,0.28,0.58,12.1,0.046,60.0,177.0,0.9983,3.08,0.46,8.9,5,white,Média,2.384313978930653,2.741863278949435
7.7,0.27,0.61,12.0,0.046,64.0,179.0,0.9982,3.07,0.46,8.9,5,white,Média,2.5579337698753184,2.793877611101767
7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,7,white,Alta,1.638245254067122,1.771678809933495
6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.9947,3.21,0.36,11.5,6,white,Média,1.6912260458403876,-0.3197645679345015
7.1,0.2,0.36,11.6,0.042,45.0,124.0,0.997,2.92,0.59,9.5,7,white,Alta,1.638245254067122,1.771678809933495
6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.9947,3.21,0.36,11.5,6,white,Média,1.6912260458403876,-0.3197645679345015
8.4,0.2,0.31,2.8,0.054,16.0,89.0,0.99416,2.96,0.45,9.5,6,white,Média,-0.0669226875264911,0.3616973534933922
6.5,0.39,0.35,1.6,0.049,10.0,164.0,0.99516,3.35,0.51,9.7,5,white,Média,-0.31316298982910384,-0.20260199994461572
7.2,0.23,0.38,6.1,0.067,20.0,90.0,0.99496,3.17,0.79,9.7,5,white,Média,-0.5996501946896637,0.804700637884404
6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46,9.5,6,white,Média,-0.009350662737474601,1.0276590197253663
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,5,white,Média,1.5361609438898443,0.8482766209728466
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,4,white,Baixa,1.5045666962565307,1.966624214362791
6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,10.6,6,white,Média,1.0230559508594088,-0.7796593517492268
6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46,9.5,6,white,Média,-0.009350662737474601,1.0276590197253663
7.2,0.29,0.18,8.2,0.042,41.0,180.0,0.99644,3.16,0.49,9.1,5,white,Média,1.3029114097047285,1.0941394114547356
7.1,0.28,0.19,7.8,0.04,48.0,184.0,0.99579,3.16,0.5,9.4,5,white,Média,1.5361609438898443,0.8482766209728466
6.1,0.23,0.45,10.6,0.094,49.0,169.0,0.99699,3.05,0.54,8.8,5,white,Média,1.7671274139067117,2.2249521207393204
6.7,0.23,0.42,11.2,0.047,52.0,171.0,0.99758,3.54,0.74,10.4,5,white,Média,1.0341913254134356,1.178224117743279
7.0,0.36,0.14,11.6,0.043,35.0,228.0,0.9977,3.13,0.51,8.9,5,white,Média,1.6027479155414124,1.7640921610890108
7.5,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.16,0.38,10.6,7,white,Alta,0.8812813295196738,-0.3168350549147319
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,4,white,Baixa,1.5045666962565307,1.966624214362791
6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,10.6,6,white,Média,1.0230559508594088,-0.7796593517492268
7.4,0.2,0.29,1.7,0.047,16.0,100.0,0.99243,3.28,0.45,10.6,6,white,Média,-0.20015206016717724,-1.1669016361102345
6.3,0.27,0.18,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,9.0,5,white,Média,1.5540315808537857,0.8097129603075355
9.2,0.34,0.54,17.3,0.06,46.0,235.0,1.00182,3.08,0.61,8.8,6,white,Média,1.8759874938464056,4.562406245478183
7.4,0.18,0.29,1.4,0.042,34.0,101.0,0.99384,3.54,0.6,10.5,7,white,Alta,-0.38327166169535126,-0.9149212416371664
7.2,0.29,0.2,7.7,0.046,51.0,174.0,0.99582,3.16,0.52,9.5,5,white,Média,1.3811802421257862,0.9157256869211611
6.3,0.27,0.18,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,9.0,5,white,Média,1.5540315808537857,0.8097129603075355
6.2,0.26,0.19,3.4,0.049,47.0,172.0,0.9924,3.14,0.43,10.4,6,white,Média,1.491266979554233,-0.8306535911368884
7.3,0.21,0.21,1.6,0.046,35.0,133.0,0.99466,3.38,0.46,10.0,6,white,Média,0.24468795719181885,-0.5194643127070242
7.1,0.14,0.35,1.4,0.039,24.0,128.0,0.99212,2.97,0.68,10.4,5,white,Média,0.4809921415639583,-0.5402274369444543
7.2,0.39,0.54,1.4,0.157,34.0,132.0,0.99449,3.11,0.53,9.0,6,white,Média,-0.6211125254663022,1.6115849673504847
7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.99748,3.24,0.45,9.3,5,white,Média,1.4920671761177695,1.8119177861498912
7.2,0.39,0.54,1.4,0.157,34.0,132.0,0.99449,3.11,0.53,9.0,6,white,Média,-0.6211125254663022,1.6115849673504847
7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.99748,3.24,0.45,9.3,5,white,Média,1.4920671761177695,1.8119177861498912
6.5,0.36,0.31,4.1,0.061,20.0,134.0,0.99475,3.18,0.45,9.0,6,white,Média,0.17149418501035402,0.34409131000822224
8.5,0.25,0.31,2.8,0.032,11.0,61.0,0.99189,3.06,0.44,11.5,6,white,Média,-0.47702076770653234,-1.2490925934380819
6.9,0.3,0.21,15.7,0.056,49.0,159.0,0.99827,3.11,0.48,9.0,5,white,Média,1.8275579626167993,2.239552658629501
6.6,0.19,0.43,10.9,0.045,53.0,154.0,0.99752,3.52,0.77,10.4,6,white,Média,1.0000435754789418,1.1187670400214074
6.9,0.3,0.21,15.7,0.056,49.0,159.0,0.99827,3.11,0.48,9.0,5,white,Média,1.8275579626167993,2.239552658629501
9.4,0.42,0.32,6.5,0.027,20.0,167.0,0.99479,3.08,0.43,10.6,5,white,Média,0.30155075857816555,0.5383903869339489
6.6,0.19,0.43,10.9,0.045,53.0,154.0,0.99752,3.52,0.77,10.4,6,white,Média,1.0000435754789418,1.1187670400214074
6.3,0.2,0.3,5.9,0.034,35.0,152.0,0.99642,3.47,0.4,8.5,6,white,Média,1.1514284996954451,0.4429354722489087
8.5,0.19,0.56,17.3,0.055,47.0,169.0,1.00047,3.07,0.67,9.3,6,white,Média,1.8196156746065375,3.768841496174525
7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,7,white,Alta,-0.3962669637152023,-0.7827297270034018
6.7,0.25,0.26,13.5,0.06,50.0,156.0,0.99784,3.39,0.46,9.9,6,white,Média,1.4920233458310932,1.3161574195010972
6.2,0.25,0.28,8.5,0.035,28.0,108.0,0.99486,3.4,0.42,10.4,6,white,Média,0.6990622977578397,-0.49823291900670513
6.1,0.46,0.32,6.2,0.053,10.0,94.0,0.99537,3.35,0.47,10.1,5,white,Média,-0.6586290175857422,-0.23684962351758623
7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,7,white,Alta,-0.3962669637152023,-0.7827297270034018
7.5,0.29,0.26,14.95,0.067,47.0,178.0,0.99838,3.04,0.49,9.2,4,white,Baixa,1.7918161200426423,2.54034430049938
6.7,0.31,0.18,7.7,0.043,57.0,200.0,0.99566,3.17,0.44,9.4,6,white,Média,1.967778474413071,0.7627215204095615
